AUC_GT9-11_Tibia_L,AUC_GT9-13_Tibia_R,41.6511482150159
BG_150_Tibia_L,BG_155_Tibia_R,81.4861141794611
BG_155_Tibia_L,BG_155_Tibia_R,36.5144901804317
BG_155_Tibia_L,CCS_2070_Tibia_R,42.0677725187563
BG_204_Tibia_L,BG_204_Tibia_R,36.7426007249512
BG_204_Tibia_L,KA_T11-9_Tibia_R,67.1954737356024
BG_204_Tibia_L,Mauropigi_125_Tibia_R,42.2349375147263
BG_204_Tibia_L,Mauropigi_241_Tibia_R,36.8016883261904
CCS_2070_Tibia_L,BG_204_Tibia_R,54.1620615457542
CCS_2070_Tibia_L,CCS_2070_Tibia_R,35.0811322618723
CCS_2070_Tibia_L,Mauropigi_241_Tibia_R,44.2192902669256
CCS_2155_Tibia_L,CCS_2155_Tibia_R,42.9806807841145
CCS_2155_Tibia_L,ET16-719_Tibia_R,54.36841415121
CCS_2162_Tibia_L,CCS_2162_Tibia_R,42.1653119677988
CCS_2162_Tibia_L,Mauropigi_300_Tibia_R,51.4160351506128
CCS_2182_Tibia_L,CCS_2182_Tibia_R,30.6007849254108
CCS_2182_Tibia_L,KA_T11-9_Tibia_R,76.5802740186602
ET16-718_Tibia_L,BG_155_Tibia_R,41.9244790218622
ET16-718_Tibia_L,CCS_2070_Tibia_R,64.6265902483944
ET16-718_Tibia_L,ET16-719_Tibia_R,33.693707318186
Mauropigi_159_Tibia_L,AUC_GT9-13_Tibia_R,61.9777349731277
Mauropigi_159_Tibia_L,Mauropigi_241_Tibia_R,37.6817402453359
Mauropigi_253_Tibia_L,Mauropigi_253_Tibia_R,42.7929142596884
Mauropigi_253_Tibia_L,WS09_325_Tibia_R,55.1828794073765
Mauropigi_293_Tibia_L,Mauropigi_293_Tibia_R,38.3320833721985
Mauropigi_73_Tibia_L,CCS_2162_Tibia_R,67.0268955901078
Mauropigi_73_Tibia_L,Mauropigi_113_Tibia_R,56.5499495211306
Mauropigi_80_Tibia_L,Mauropigi_293_Tibia_R,100.586529036099
WS09_325_Tibia_L,Mauropigi_271_Tibia_R,56.8587457198957
WS09_325_Tibia_L,WS09_325_Tibia_R,38.6741139455654
